case_id,soc_id,incident_id,alert_id,created_at,assigned_analyst_id,severity,status,resolution,resolution_reason,investigation_notes,closed_at
CASE-002037,SOC-004,INC-000071,ALT-002037,2026-01-01T15:36:00Z,ANL-4007,CRITICAL,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Reviewed escalation criteria for HOST-3812; behaviour consistent with known baseline.,2026-01-01T18:44:00Z
CASE-002038,SOC-004,,ALT-002038,2026-01-01T09:43:00Z,ANL-4008,LOW,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,No further action required.,2026-01-01T10:16:00Z
CASE-002039,SOC-004,,ALT-002039,2026-01-01T06:52:00Z,ANL-4005,CRITICAL,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,"Closed with minimal review — T1486 alert on HOST-1986, no further action taken.",2026-01-01T07:17:00Z
CASE-002040,SOC-004,,ALT-002040,2026-01-01T22:58:00Z,ANL-4005,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Cross-referenced 10.150.234.154 against threat intelligence feeds for HOST-3261.,2026-01-02T02:53:00Z
CASE-002041,SOC-004,,ALT-002041,2026-01-01T00:43:00Z,ANL-4011,CRITICAL,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Analysed endpoint telemetry for HOST-1066 tied to T1021.001 detection.,2026-01-01T01:16:00Z
CASE-002042,SOC-004,,ALT-002042,2026-01-01T05:45:00Z,ANL-4003,HIGH,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Reviewed and closed.,2026-01-01T06:17:00Z
CASE-002043,SOC-004,,ALT-002043,2026-01-01T09:27:00Z,ANL-4013,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,"Closed with minimal review — T1021.001 alert on HOST-3978, no further action taken.",2026-01-01T10:05:00Z
CASE-002044,SOC-004,,ALT-002044,2026-01-01T15:01:00Z,ANL-4012,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Manually reviewed HOST-1632 logs; findings documented against case ticket.,2026-01-01T18:48:00Z
CASE-002045,SOC-004,,ALT-002045,2026-01-01T01:25:00Z,ANL-4011,HIGH,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Validated authentication logs tied to HOST-4079 to rule out credential compromise.,2026-01-01T09:28:00Z
CASE-002046,SOC-004,,ALT-002046,2026-01-01T23:59:00Z,ANL-4012,LOW,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,"Closed with minimal review — T1021.002 alert on HOST-3187, no further action taken.",2026-01-02T00:59:00Z
CASE-002047,SOC-004,,ALT-002047,2026-01-01T21:08:00Z,ANL-4013,LOW,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Investigated T1041 indicators on HOST-2073; no further lateral movement observed.,2026-01-02T01:43:00Z
CASE-002048,SOC-004,,ALT-002048,2026-01-01T13:29:00Z,ANL-4012,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,"Closed with minimal review — T1486 alert on HOST-4645, no further action taken.",2026-01-01T21:40:00Z
CASE-002049,SOC-004,,ALT-002049,2026-01-01T23:00:00Z,ANL-4001,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Validated authentication logs tied to HOST-3770 to rule out credential compromise.,2026-01-02T06:49:00Z
CASE-002050,SOC-004,,ALT-002050,2026-01-01T18:23:00Z,ANL-4013,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Analysed endpoint telemetry for HOST-3913 tied to T1486 detection.,2026-01-02T22:25:00Z
CASE-002051,SOC-004,,ALT-002051,2026-01-01T08:27:00Z,ANL-4008,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,No further action required.,2026-01-01T10:38:00Z
CASE-002052,SOC-004,,ALT-002052,2026-01-01T08:42:00Z,ANL-4003,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Cross-referenced 10.235.117.4 against threat intelligence feeds for HOST-2405.,2026-01-01T15:51:00Z
CASE-002053,SOC-004,,ALT-002053,2026-01-01T05:31:00Z,ANL-4013,LOW,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Manually reviewed HOST-2408 logs; findings documented against case ticket.,2026-01-02T00:35:00Z
CASE-002054,SOC-004,,ALT-002054,2026-01-01T22:17:00Z,ANL-4007,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,"Closed with minimal review — T1486 alert on HOST-3084, no further action taken.",2026-01-02T00:23:00Z
CASE-002055,SOC-004,,ALT-002055,2026-01-01T09:48:00Z,ANL-4007,LOW,CLOSED,FALSE_POSITIVE,Upload to Unapproved Cloud Storage — False Positive,"Closed with minimal review — T1567 alert on HOST-3846, no further action taken.",2026-01-01T15:00:00Z
CASE-002056,SOC-004,,ALT-002056,2026-01-01T22:30:00Z,ANL-4009,LOW,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,"Closed with minimal review — T1053.005 alert on HOST-2974, no further action taken.",2026-01-01T23:18:00Z
CASE-002057,SOC-004,,ALT-002057,2026-01-01T05:30:00Z,ANL-4005,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,"Closed with minimal review — T1053.005 alert on HOST-1614, no further action taken.",2026-01-01T06:11:00Z
CASE-002058,SOC-004,,ALT-002058,2026-01-01T17:24:00Z,ANL-4008,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,No further action required.,2026-01-01T20:44:00Z
CASE-002059,SOC-004,,ALT-002059,2026-01-01T15:33:00Z,ANL-4013,CRITICAL,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Cross-referenced 10.90.39.46 against threat intelligence feeds for HOST-3230.,2026-01-01T16:24:00Z
CASE-002060,SOC-004,,ALT-002060,2026-01-01T16:55:00Z,ANL-4005,LOW,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,"Closed with minimal review — T1053.005 alert on HOST-1091, no further action taken.",2026-01-01T18:08:00Z
CASE-002061,SOC-004,,ALT-002061,2026-01-01T19:25:00Z,ANL-4011,LOW,CLOSED,TRUE_POSITIVE,Repeated Failed Logins — True Positive,Traced network flow from 10.13.98.249 to determine scope of T1110 activity on HOST-4744.,2026-01-02T03:43:00Z
CASE-002062,SOC-004,,ALT-002062,2026-01-01T22:38:00Z,ANL-4012,HIGH,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Investigated T1041 indicators on HOST-1416; no further lateral movement observed.,2026-01-02T02:56:00Z
CASE-002063,SOC-004,,ALT-002063,2026-01-01T03:03:00Z,ANL-4008,LOW,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,No further action required.,2026-01-02T14:06:00Z
CASE-002064,SOC-004,,ALT-002064,2026-01-01T21:00:00Z,ANL-4008,MEDIUM,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,No further action required.,2026-01-01T21:51:00Z
CASE-002065,SOC-004,,ALT-002065,2026-01-01T15:39:00Z,ANL-4005,LOW,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Checked process execution history for HOST-4091 following T1059.003 alert.,2026-01-02T15:37:00Z
CASE-002066,SOC-004,,ALT-002066,2026-01-01T10:47:00Z,ANL-4009,LOW,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Investigated T1105 indicators on HOST-4394; no further lateral movement observed.,2026-01-01T17:10:00Z
CASE-002067,SOC-004,,ALT-002067,2026-01-01T17:47:00Z,ANL-4001,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Investigated T1595 indicators on HOST-4791; no further lateral movement observed.,2026-01-01T21:14:00Z
CASE-002068,SOC-004,INC-000072,ALT-002068,2026-01-01T08:28:00Z,ANL-4011,CRITICAL,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Confirmed T1105 alert on HOST-1312 against recent change records.,2026-01-01T09:16:00Z
CASE-002069,SOC-004,,ALT-002069,2026-01-01T05:05:00Z,ANL-4008,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,No further action required.,2026-01-01T06:18:00Z
CASE-002070,SOC-004,,ALT-002070,2026-01-01T14:03:00Z,ANL-4002,LOW,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,Reviewed and closed.,2026-01-02T08:39:00Z
CASE-002071,SOC-004,,ALT-002071,2026-01-01T12:40:00Z,ANL-4005,LOW,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Traced network flow from 10.248.171.85 to determine scope of T1567 activity on HOST-3810.,2026-01-01T17:54:00Z
CASE-002072,SOC-004,,ALT-002072,2026-01-01T06:16:00Z,ANL-4008,MEDIUM,CLOSED,TRUE_POSITIVE,Password Spraying Detected — True Positive,Investigated T1110 indicators on HOST-2318; no further lateral movement observed.,2026-01-01T08:00:00Z
CASE-002073,SOC-004,,ALT-002073,2026-01-01T15:44:00Z,ANL-4008,CRITICAL,CLOSED,FALSE_POSITIVE,Large Outbound Data Transfer — False Positive,Manually reviewed HOST-1588 logs; findings documented against case ticket.,2026-01-01T16:33:00Z
CASE-002074,SOC-004,,ALT-002074,2026-01-01T04:38:00Z,ANL-4013,LOW,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Manually reviewed HOST-2182 logs; findings documented against case ticket.,2026-01-01T05:15:00Z
CASE-002075,SOC-004,,ALT-002075,2026-01-01T06:06:00Z,ANL-4003,MEDIUM,CLOSED,FALSE_POSITIVE,Beaconing to Known C2 Domain — False Positive,"Closed with minimal review — T1071.001 alert on HOST-4507, no further action taken.",2026-01-01T10:07:00Z
CASE-002076,SOC-004,,ALT-002076,2026-01-01T12:17:00Z,ANL-4009,LOW,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Reviewed T1021.002 activity on HOST-1436; correlated with source 10.95.97.157.,2026-01-02T23:46:00Z
CASE-002077,SOC-004,,ALT-002077,2026-01-01T18:51:00Z,ANL-4002,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Reviewed escalation criteria for HOST-3747; behaviour consistent with known baseline.,2026-01-01T22:53:00Z
CASE-002078,SOC-004,,ALT-002078,2026-01-01T02:00:00Z,ANL-4003,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Reviewed and closed.,2026-01-01T03:21:00Z
CASE-002079,SOC-004,,ALT-002079,2026-01-01T01:33:00Z,ANL-4005,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Reviewed escalation criteria for HOST-1165; behaviour consistent with known baseline.,2026-01-01T05:18:00Z
CASE-002080,SOC-004,,ALT-002080,2026-01-01T19:13:00Z,ANL-4012,MEDIUM,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Cross-referenced 10.16.238.254 against threat intelligence feeds for HOST-1588.,2026-01-01T22:22:00Z
CASE-002081,SOC-004,,ALT-002081,2026-01-01T09:33:00Z,ANL-4004,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Reviewed escalation criteria for HOST-1163; behaviour consistent with known baseline.,2026-01-01T13:05:00Z
CASE-002082,SOC-004,,ALT-002082,2026-01-01T14:15:00Z,ANL-4012,LOW,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Reviewed T1059.003 activity on HOST-1863; correlated with source 10.1.36.67.,2026-01-01T21:15:00Z
CASE-002083,SOC-004,,ALT-002083,2026-01-01T03:44:00Z,ANL-4001,HIGH,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Investigated T1021.002 indicators on HOST-4334; no further lateral movement observed.,2026-01-01T05:02:00Z
CASE-002084,SOC-004,,ALT-002084,2026-01-01T04:10:00Z,ANL-4006,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,"Closed with minimal review — T1595 alert on HOST-2241, no further action taken.",2026-01-01T04:55:00Z
CASE-002085,SOC-004,,ALT-002085,2026-01-01T14:19:00Z,ANL-4010,LOW,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,"Closed with minimal review — T1021.001 alert on HOST-1085, no further action taken.",2026-01-01T15:18:00Z
CASE-002086,SOC-004,,ALT-002086,2026-01-01T19:14:00Z,ANL-4002,HIGH,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Reviewed and closed.,2026-01-01T20:55:00Z
CASE-002087,SOC-004,,ALT-002087,2026-01-01T20:27:00Z,ANL-4004,CRITICAL,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,"Closed with minimal review — T1486 alert on HOST-1085, no further action taken.",2026-01-01T21:05:00Z
CASE-002088,SOC-004,,ALT-002088,2026-01-01T18:33:00Z,ANL-4012,MEDIUM,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,"Closed with minimal review — T1547.001 alert on HOST-1519, no further action taken.",2026-01-01T19:14:00Z
CASE-002089,SOC-004,,ALT-002089,2026-01-01T11:35:00Z,ANL-4009,HIGH,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Analysed endpoint telemetry for HOST-1353 tied to T1547.001 detection.,2026-01-01T13:05:00Z
CASE-002090,SOC-004,,ALT-002090,2026-01-01T19:49:00Z,ANL-4008,HIGH,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,No further action required.,2026-01-01T21:15:00Z
CASE-002091,SOC-004,,ALT-002091,2026-01-01T10:28:00Z,ANL-4006,HIGH,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,"Closed with minimal review — T1053.005 alert on HOST-1516, no further action taken.",2026-01-01T11:53:00Z
CASE-002092,SOC-004,,ALT-002092,2026-01-01T02:47:00Z,ANL-4001,LOW,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Validated authentication logs tied to HOST-4871 to rule out credential compromise.,2026-01-01T10:55:00Z
CASE-002093,SOC-004,,ALT-002093,2026-01-01T11:18:00Z,ANL-4008,CRITICAL,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,No further action required.,2026-01-01T11:59:00Z
CASE-002094,SOC-004,,ALT-002094,2026-01-01T22:07:00Z,ANL-4004,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,"Closed with minimal review — T1595 alert on HOST-3245, no further action taken.",2026-01-01T23:03:00Z
CASE-002095,SOC-004,,ALT-002095,2026-01-01T21:00:00Z,ANL-4003,HIGH,CLOSED,TRUE_POSITIVE,Password Spraying Detected — True Positive,Reviewed and closed.,2026-01-01T21:47:00Z
CASE-002096,SOC-004,,ALT-002096,2026-01-01T17:12:00Z,ANL-4001,HIGH,CLOSED,TRUE_POSITIVE,Repeated Failed Logins — True Positive,Investigated T1110 indicators on HOST-4958; no further lateral movement observed.,2026-01-02T01:01:00Z
CASE-002097,SOC-004,,ALT-002097,2026-01-01T07:21:00Z,ANL-4001,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Cross-referenced 10.133.202.164 against threat intelligence feeds for HOST-2361.,2026-01-02T04:26:00Z
CASE-002098,SOC-004,,ALT-002098,2026-01-01T20:42:00Z,ANL-4003,HIGH,CLOSED,FALSE_POSITIVE,Repeated Failed Logins — False Positive,Reviewed and closed.,2026-01-01T21:41:00Z
CASE-002099,SOC-004,,ALT-002099,2026-01-01T23:26:00Z,ANL-4004,LOW,CLOSED,TRUE_POSITIVE,Suspicious PowerShell — True Positive,Reviewed escalation criteria for HOST-3716; behaviour consistent with known baseline.,2026-01-02T05:55:00Z
CASE-002100,SOC-004,,ALT-002100,2026-01-01T15:54:00Z,ANL-4006,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,"Closed with minimal review — T1021.001 alert on HOST-1777, no further action taken.",2026-01-01T17:58:00Z
CASE-002101,SOC-004,,ALT-002101,2026-01-01T12:32:00Z,ANL-4003,LOW,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Reviewed and closed.,2026-01-02T11:35:00Z
CASE-002102,SOC-004,,ALT-002102,2026-01-01T11:06:00Z,ANL-4004,LOW,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Analysed endpoint telemetry for HOST-1924 tied to T1041 detection.,2026-01-02T19:30:00Z
CASE-002103,SOC-004,,ALT-002103,2026-01-01T02:10:00Z,ANL-4005,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Validated authentication logs tied to HOST-2772 to rule out credential compromise.,2026-01-01T05:10:00Z
CASE-002104,SOC-004,,ALT-002104,2026-01-01T05:39:00Z,ANL-4001,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Checked process execution history for HOST-3694 following T1486 alert.,2026-01-02T22:28:00Z
CASE-002105,SOC-004,,ALT-002105,2026-01-01T17:09:00Z,ANL-4007,HIGH,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Confirmed T1595 alert on HOST-3716 against recent change records.,2026-01-01T18:42:00Z
CASE-002106,SOC-004,,ALT-002106,2026-01-01T15:18:00Z,ANL-4003,HIGH,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Reviewed and closed.,2026-01-01T16:35:00Z
CASE-002107,SOC-004,,ALT-002107,2026-01-01T08:14:00Z,ANL-4002,LOW,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Reviewed and closed.,2026-01-02T08:15:00Z
CASE-002108,SOC-004,,ALT-002108,2026-01-01T21:49:00Z,ANL-4003,HIGH,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,"Closed with minimal review — T1595 alert on HOST-2099, no further action taken.",2026-01-01T22:39:00Z
CASE-002109,SOC-004,,ALT-002109,2026-01-01T16:44:00Z,ANL-4005,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Investigated T1595 indicators on HOST-4133; no further lateral movement observed.,2026-01-02T15:49:00Z
CASE-002110,SOC-004,,ALT-002110,2026-01-01T16:50:00Z,ANL-4009,LOW,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Investigated T1021.002 indicators on HOST-4465; no further lateral movement observed.,2026-01-03T18:13:00Z
CASE-002111,SOC-004,,ALT-002111,2026-01-01T13:51:00Z,ANL-4007,HIGH,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,"Closed with minimal review — T1021.002 alert on HOST-1501, no further action taken.",2026-01-01T15:17:00Z
CASE-002112,SOC-004,,ALT-002112,2026-01-01T18:13:00Z,ANL-4003,HIGH,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Reviewed and closed.,2026-01-01T18:50:00Z
CASE-002113,SOC-004,,ALT-002113,2026-01-01T12:50:00Z,ANL-4002,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Reviewed and closed.,2026-01-01T14:55:00Z
CASE-002114,SOC-004,,ALT-002114,2026-01-01T04:56:00Z,ANL-4003,HIGH,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Checked process execution history for HOST-4321 following T1053.005 alert.,2026-01-01T06:42:00Z
CASE-002115,SOC-004,,ALT-002115,2026-01-01T22:36:00Z,ANL-4013,LOW,CLOSED,FALSE_POSITIVE,Repeated Failed Logins — False Positive,Reviewed escalation criteria for HOST-2832; behaviour consistent with known baseline.,2026-01-02T06:01:00Z
CASE-002116,SOC-004,,ALT-002116,2026-01-01T10:03:00Z,ANL-4012,MEDIUM,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Checked process execution history for HOST-4640 following T1486 alert.,2026-01-02T06:05:00Z
CASE-002117,SOC-004,,ALT-002117,2026-01-01T07:35:00Z,ANL-4004,HIGH,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,Checked process execution history for HOST-1893 following T1021.001 alert.,2026-01-01T09:11:00Z
CASE-002118,SOC-004,,ALT-002118,2026-01-01T18:11:00Z,ANL-4003,MEDIUM,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,Reviewed and closed.,2026-01-02T09:42:00Z
CASE-002119,SOC-004,,ALT-002119,2026-01-01T16:34:00Z,ANL-4004,LOW,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,Confirmed T1059.001 alert on HOST-1024 against recent change records.,2026-01-02T00:40:00Z
CASE-002120,SOC-004,,ALT-002120,2026-01-01T11:28:00Z,ANL-4002,LOW,CLOSED,TRUE_POSITIVE,Repeated Failed Logins — True Positive,Reviewed and closed.,2026-01-02T11:31:00Z
CASE-002121,SOC-004,,ALT-002121,2026-01-02T17:29:00Z,ANL-4013,LOW,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Traced network flow from 10.212.44.177 to determine scope of T1003 activity on HOST-1271.,2026-01-03T00:22:00Z
CASE-002122,SOC-004,,ALT-002122,2026-01-02T09:04:00Z,ANL-4001,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Reviewed T1053.005 activity on HOST-4648; correlated with source 10.91.108.13.,2026-01-02T12:04:00Z
CASE-002123,SOC-004,,ALT-002123,2026-01-02T13:36:00Z,ANL-4001,HIGH,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Cross-referenced 10.171.44.122 against threat intelligence feeds for HOST-2123.,2026-01-02T18:52:00Z
CASE-002124,SOC-004,,ALT-002124,2026-01-02T21:12:00Z,ANL-4006,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Manually reviewed HOST-1945 logs; findings documented against case ticket.,2026-01-03T04:47:00Z
CASE-002125,SOC-004,,ALT-002125,2026-01-02T16:54:00Z,ANL-4009,MEDIUM,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,"Closed with minimal review — T1041 alert on HOST-1218, no further action taken.",2026-01-02T19:58:00Z
CASE-002126,SOC-004,,ALT-002126,2026-01-02T23:18:00Z,ANL-4011,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,"Closed with minimal review — T1003 alert on HOST-2853, no further action taken.",2026-01-03T02:03:00Z
CASE-002127,SOC-004,,ALT-002127,2026-01-02T13:08:00Z,ANL-4010,LOW,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,"Closed with minimal review — T1105 alert on HOST-4500, no further action taken.",2026-01-02T14:22:00Z
CASE-002128,SOC-004,,ALT-002128,2026-01-02T05:57:00Z,ANL-4003,HIGH,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Reviewed and closed.,2026-01-02T07:30:00Z
CASE-002129,SOC-004,,ALT-002129,2026-01-02T23:29:00Z,ANL-4010,HIGH,CLOSED,FALSE_POSITIVE,Repeated Failed Logins — False Positive,Validated authentication logs tied to HOST-1166 to rule out credential compromise.,2026-01-03T00:22:00Z
CASE-002130,SOC-004,,ALT-002130,2026-01-02T07:54:00Z,ANL-4010,LOW,CLOSED,FALSE_POSITIVE,Password Spraying Detected — False Positive,"Closed with minimal review — T1110 alert on HOST-3664, no further action taken.",2026-01-02T09:04:00Z
CASE-002131,SOC-004,,ALT-002131,2026-01-02T01:40:00Z,ANL-4001,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,"Closed with minimal review — T1486 alert on HOST-2407, no further action taken.",2026-01-02T04:16:00Z
CASE-002132,SOC-004,,ALT-002132,2026-01-02T09:37:00Z,ANL-4003,LOW,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Reviewed escalation criteria for HOST-3604; behaviour consistent with known baseline.,2026-01-02T14:21:00Z
CASE-002133,SOC-004,,ALT-002133,2026-01-02T22:12:00Z,ANL-4012,HIGH,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Reviewed T1486 activity on HOST-4553; correlated with source 10.128.139.143.,2026-01-02T23:45:00Z
CASE-002134,SOC-004,INC-000073,ALT-002134,2026-01-02T17:06:00Z,ANL-4013,CRITICAL,CLOSED,TRUE_POSITIVE,Repeated Failed Logins — True Positive,Reviewed escalation criteria for HOST-1207; behaviour consistent with known baseline.,2026-01-03T12:27:00Z
CASE-002135,SOC-004,,ALT-002135,2026-01-02T07:35:00Z,ANL-4003,HIGH,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Reviewed and closed.,2026-01-02T08:35:00Z
CASE-002136,SOC-004,,ALT-002136,2026-01-02T13:13:00Z,ANL-4013,HIGH,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Reviewed escalation criteria for HOST-4345; behaviour consistent with known baseline.,2026-01-02T14:09:00Z
CASE-002137,SOC-004,,ALT-002137,2026-01-02T01:10:00Z,ANL-4004,LOW,CLOSED,FALSE_POSITIVE,Beaconing to Known C2 Domain — False Positive,Confirmed T1071.001 alert on HOST-4796 against recent change records.,2026-01-03T12:13:00Z
CASE-002138,SOC-004,,ALT-002138,2026-01-02T20:49:00Z,ANL-4002,CRITICAL,CLOSED,FALSE_POSITIVE,Upload to Unapproved Cloud Storage — False Positive,Reviewed and closed.,2026-01-02T21:30:00Z
CASE-002139,SOC-004,,ALT-002139,2026-01-02T08:07:00Z,ANL-4011,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Traced network flow from 10.28.230.235 to determine scope of T1595 activity on HOST-1490.,2026-01-02T11:44:00Z
CASE-002140,SOC-004,,ALT-002140,2026-01-02T08:23:00Z,ANL-4007,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Validated authentication logs tied to HOST-2853 to rule out credential compromise.,2026-01-02T15:33:00Z
CASE-002141,SOC-004,,ALT-002141,2026-01-02T19:21:00Z,ANL-4009,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Analysed endpoint telemetry for HOST-1237 tied to T1059.003 detection.,2026-01-02T22:43:00Z
CASE-002142,SOC-004,INC-000074,ALT-002142,2026-01-02T12:01:00Z,ANL-4009,CRITICAL,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Analysed endpoint telemetry for HOST-1407 tied to T1486 detection.,2026-01-02T14:51:00Z
CASE-002143,SOC-004,,ALT-002143,2026-01-02T14:54:00Z,ANL-4002,LOW,CLOSED,FALSE_POSITIVE,Large Outbound Data Transfer — False Positive,Confirmed T1041 alert on HOST-2694 against recent change records.,2026-01-03T11:59:00Z
CASE-002144,SOC-004,,ALT-002144,2026-01-02T23:11:00Z,ANL-4001,LOW,CLOSED,FALSE_POSITIVE,Large Outbound Data Transfer — False Positive,"Closed with minimal review — T1041 alert on HOST-2962, no further action taken.",2026-01-03T00:13:00Z
CASE-002145,SOC-004,,ALT-002145,2026-01-02T18:33:00Z,ANL-4003,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Reviewed and closed.,2026-01-02T23:15:00Z
CASE-002146,SOC-004,,ALT-002146,2026-01-02T23:43:00Z,ANL-4002,MEDIUM,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Reviewed and closed.,2026-01-03T03:37:00Z
CASE-002147,SOC-004,,ALT-002147,2026-01-02T23:44:00Z,ANL-4010,HIGH,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,Reviewed escalation criteria for HOST-4718; behaviour consistent with known baseline.,2026-01-03T00:41:00Z
