alert_id,soc_id,timestamp_created,source,source_system,alert_type,category,severity,risk_score,asset_id,user_id,source_ip,destination_ip,mitre_tactic,mitre_technique,true_positive,assigned_analyst_id,status,priority,scenario_type
ALT-002076,SOC-004,2026-01-01T12:17:00Z,SIEM,Elastic Security,Unusual SMB Admin Share Access,Lateral Movement,LOW,98,HOST-1436,USR-493,10.95.97.157,10.232.98.245,Lateral Movement,T1021.002,False,ANL-4009,CLOSED,P4,REOPENED_CASE
ALT-002077,SOC-004,2026-01-01T18:51:00Z,SIEM,IBM QRadar,Unusual Scheduled Task Created,Persistence,MEDIUM,26,HOST-3747,USR-429,10.97.172.148,10.187.121.242,Persistence,T1053.005,True,ANL-4002,CLOSED,P3,MISSED_ESCALATION
ALT-002078,SOC-004,2026-01-01T02:00:00Z,SIEM,Splunk ES,New Registry Run Key Entry,Persistence,LOW,74,HOST-4808,USR-658,10.243.0.162,10.231.37.64,Persistence,T1547.001,True,ANL-4003,CLOSED,P4,FAST_CLOSURE
ALT-002079,SOC-004,2026-01-01T01:33:00Z,SIEM,IBM QRadar,Ransomware Behaviour Detected,Impact,LOW,48,HOST-1165,USR-279,10.177.169.182,10.221.196.209,Impact,T1486,True,ANL-4005,CLOSED,P4,NORMAL
ALT-002080,SOC-004,2026-01-01T19:13:00Z,SIEM,Elastic Security,Internal Network Port Scan,Reconnaissance,MEDIUM,83,HOST-1588,USR-955,10.16.238.254,10.4.194.65,Reconnaissance,T1595,False,ANL-4012,CLOSED,P3,MISSED_ESCALATION
ALT-002081,SOC-004,2026-01-01T09:33:00Z,SIEM,Elastic Security,Suspicious CMD Execution,Execution,MEDIUM,60,HOST-1163,USR-232,10.236.127.225,10.87.185.88,Execution,T1059.003,True,ANL-4004,CLOSED,P3,MISSED_ESCALATION
ALT-002082,SOC-004,2026-01-01T14:15:00Z,SIEM,Splunk ES,Suspicious CMD Execution,Execution,LOW,39,HOST-1863,USR-977,10.1.36.67,10.210.131.109,Execution,T1059.003,True,ANL-4012,CLOSED,P4,NIGHT_SHIFT_DEGRADATION
ALT-002083,SOC-004,2026-01-01T03:44:00Z,SIEM,IBM QRadar,Unusual SMB Admin Share Access,Lateral Movement,HIGH,37,HOST-4334,USR-323,10.18.186.196,10.22.27.210,Lateral Movement,T1021.002,True,ANL-4001,CLOSED,P2,CORRECT_HANDLING
ALT-002084,SOC-004,2026-01-01T04:10:00Z,SIEM,Elastic Security,Internal Network Port Scan,Reconnaissance,MEDIUM,66,HOST-2241,USR-499,10.180.239.86,10.187.222.216,Reconnaissance,T1595,True,ANL-4006,CLOSED,P3,FAST_CLOSURE
ALT-002085,SOC-004,2026-01-01T14:19:00Z,SIEM,Splunk ES,Unusual RDP Session,Lateral Movement,LOW,32,HOST-1085,USR-192,10.217.197.15,10.181.89.49,Lateral Movement,T1021.001,True,ANL-4010,CLOSED,P4,REPEATED_FALSE_POSITIVE
ALT-002086,SOC-004,2026-01-01T19:14:00Z,SIEM,Microsoft Sentinel,Unusual SMB Admin Share Access,Lateral Movement,HIGH,47,HOST-2840,USR-703,10.125.196.183,10.109.192.38,Lateral Movement,T1021.002,True,ANL-4002,CLOSED,P2,MISSING_EVIDENCE
ALT-002087,SOC-004,2026-01-01T20:27:00Z,SIEM,Elastic Security,Ransomware Behaviour Detected,Impact,CRITICAL,50,HOST-1085,USR-649,10.182.73.117,10.220.182.77,Impact,T1486,True,ANL-4004,CLOSED,P1,REPEATED_FALSE_POSITIVE
ALT-002088,SOC-004,2026-01-01T18:33:00Z,SIEM,Elastic Security,New Registry Run Key Entry,Persistence,MEDIUM,62,HOST-1519,USR-217,10.10.235.81,10.12.162.102,Persistence,T1547.001,True,ANL-4012,CLOSED,P3,FAST_CLOSURE
ALT-002089,SOC-004,2026-01-01T11:35:00Z,SIEM,Microsoft Sentinel,New Registry Run Key Entry,Persistence,HIGH,72,HOST-1353,USR-173,10.224.64.152,10.233.4.211,Persistence,T1547.001,True,ANL-4009,CLOSED,P2,MISSED_ESCALATION
ALT-002090,SOC-004,2026-01-01T19:49:00Z,SIEM,Microsoft Sentinel,Suspicious CMD Execution,Execution,HIGH,53,HOST-2653,USR-372,10.126.170.196,10.77.207.225,Execution,T1059.003,True,ANL-4008,CLOSED,P2,CORRECT_HANDLING
ALT-002091,SOC-004,2026-01-01T10:28:00Z,SIEM,Splunk ES,Unusual Scheduled Task Created,Persistence,HIGH,25,HOST-1516,USR-285,10.122.18.207,10.103.153.131,Persistence,T1053.005,True,ANL-4006,CLOSED,P2,MISSING_EVIDENCE
ALT-002092,SOC-004,2026-01-01T02:47:00Z,SIEM,IBM QRadar,Unusual RDP Session,Lateral Movement,LOW,60,HOST-4871,USR-314,10.34.36.135,10.197.232.224,Lateral Movement,T1021.001,True,ANL-4001,CLOSED,P4,CORRECT_HANDLING
ALT-002093,SOC-004,2026-01-01T11:18:00Z,SIEM,Elastic Security,Unusual Scheduled Task Created,Persistence,CRITICAL,34,HOST-1608,USR-362,10.52.120.92,10.10.175.72,Persistence,T1053.005,True,ANL-4008,CLOSED,P1,MISSING_EVIDENCE
ALT-002094,SOC-004,2026-01-01T22:07:00Z,SIEM,IBM QRadar,Internal Network Port Scan,Reconnaissance,LOW,39,HOST-3245,USR-871,10.144.4.200,10.239.68.200,Reconnaissance,T1595,True,ANL-4004,CLOSED,P4,FAST_CLOSURE
ALT-002095,SOC-004,2026-01-01T21:00:00Z,SIEM,Microsoft Sentinel,Password Spraying Detected,Credential Access,HIGH,64,HOST-1085,USR-875,10.222.248.33,10.171.90.115,Credential Access,T1110,True,ANL-4003,CLOSED,P2,REPEATED_FALSE_POSITIVE
ALT-002096,SOC-004,2026-01-01T17:12:00Z,SIEM,IBM QRadar,Repeated Failed Logins,Credential Access,HIGH,47,HOST-4958,USR-304,10.250.52.5,10.131.85.85,Credential Access,T1110,True,ANL-4001,CLOSED,P2,SLOW_TRIAGE
ALT-002097,SOC-004,2026-01-01T07:21:00Z,SIEM,Splunk ES,Internal Network Port Scan,Reconnaissance,LOW,67,HOST-2361,USR-556,10.133.202.164,10.3.98.59,Reconnaissance,T1595,True,ANL-4001,CLOSED,P4,SLOW_TRIAGE
ALT-002098,SOC-004,2026-01-01T20:42:00Z,SIEM,Microsoft Sentinel,Repeated Failed Logins,Credential Access,HIGH,14,HOST-4638,USR-851,10.156.6.163,10.76.109.170,Credential Access,T1110,False,ANL-4003,CLOSED,P2,MISSED_ESCALATION
ALT-002099,SOC-004,2026-01-01T23:26:00Z,SIEM,Elastic Security,Suspicious PowerShell,Execution,LOW,58,HOST-3716,USR-525,10.143.96.105,10.173.192.188,Execution,T1059.001,True,ANL-4004,CLOSED,P4,MISSED_ESCALATION
ALT-002100,SOC-004,2026-01-01T15:54:00Z,SIEM,Splunk ES,Unusual RDP Session,Lateral Movement,MEDIUM,79,HOST-1777,USR-314,10.45.201.28,10.203.214.103,Lateral Movement,T1021.001,True,ANL-4006,CLOSED,P3,MISSING_EVIDENCE
ALT-002101,SOC-004,2026-01-01T12:32:00Z,SIEM,Elastic Security,Unusual Scheduled Task Created,Persistence,LOW,68,HOST-1460,USR-105,10.182.132.171,10.58.36.237,Persistence,T1053.005,True,ANL-4003,CLOSED,P4,SLOW_TRIAGE
ALT-002102,SOC-004,2026-01-01T11:06:00Z,SIEM,IBM QRadar,Large Outbound Data Transfer,Exfiltration,LOW,56,HOST-1924,USR-523,10.84.110.57,10.154.166.109,Exfiltration,T1041,True,ANL-4004,CLOSED,P4,REOPENED_CASE
ALT-002103,SOC-004,2026-01-01T02:10:00Z,SIEM,Splunk ES,Ransomware Behaviour Detected,Impact,MEDIUM,39,HOST-2772,USR-892,10.152.132.25,10.159.195.125,Impact,T1486,True,ANL-4005,CLOSED,P3,NORMAL
ALT-002104,SOC-004,2026-01-01T05:39:00Z,SIEM,Splunk ES,Ransomware Behaviour Detected,Impact,MEDIUM,20,HOST-3694,USR-878,10.41.200.177,10.215.229.177,Impact,T1486,True,ANL-4001,CLOSED,P3,REOPENED_CASE
ALT-002105,SOC-004,2026-01-01T17:09:00Z,SIEM,Elastic Security,Internal Network Port Scan,Reconnaissance,HIGH,95,HOST-3716,USR-184,10.239.29.183,10.58.175.59,Reconnaissance,T1595,False,ANL-4007,CLOSED,P2,MISSED_ESCALATION
ALT-002106,SOC-004,2026-01-01T15:18:00Z,SIEM,IBM QRadar,Upload to Unapproved Cloud Storage,Exfiltration,HIGH,26,HOST-4748,USR-245,10.227.158.8,10.151.183.21,Exfiltration,T1567,True,ANL-4003,CLOSED,P2,MISSING_EVIDENCE
ALT-002107,SOC-004,2026-01-01T08:14:00Z,SIEM,Microsoft Sentinel,Unusual Scheduled Task Created,Persistence,LOW,14,HOST-3799,USR-130,10.159.91.66,10.205.18.214,Persistence,T1053.005,True,ANL-4002,CLOSED,P4,SLOW_TRIAGE
ALT-002108,SOC-004,2026-01-01T21:49:00Z,SIEM,IBM QRadar,Internal Network Port Scan,Reconnaissance,HIGH,97,HOST-2099,USR-559,10.9.109.83,10.142.23.213,Reconnaissance,T1595,False,ANL-4003,CLOSED,P2,FAST_CLOSURE
ALT-002109,SOC-004,2026-01-01T16:44:00Z,SIEM,Splunk ES,Internal Network Port Scan,Reconnaissance,LOW,20,HOST-4133,USR-252,10.121.144.146,10.194.17.90,Reconnaissance,T1595,True,ANL-4005,CLOSED,P4,SLOW_TRIAGE
ALT-002110,SOC-004,2026-01-01T16:50:00Z,SIEM,IBM QRadar,Unusual SMB Admin Share Access,Lateral Movement,LOW,70,HOST-4465,USR-205,10.221.82.215,10.143.254.188,Lateral Movement,T1021.002,True,ANL-4009,CLOSED,P4,REOPENED_CASE
ALT-002111,SOC-004,2026-01-01T13:51:00Z,SIEM,Elastic Security,Unusual SMB Admin Share Access,Lateral Movement,HIGH,68,HOST-1501,USR-903,10.225.170.60,10.70.157.159,Lateral Movement,T1021.002,True,ANL-4007,CLOSED,P2,MISSING_EVIDENCE
ALT-002112,SOC-004,2026-01-01T18:13:00Z,SIEM,Microsoft Sentinel,Unusual SMB Admin Share Access,Lateral Movement,HIGH,41,HOST-3337,USR-903,10.203.57.162,10.190.224.226,Lateral Movement,T1021.002,True,ANL-4003,CLOSED,P2,FAST_CLOSURE
ALT-002113,SOC-004,2026-01-01T12:50:00Z,SIEM,Microsoft Sentinel,Internal Network Port Scan,Reconnaissance,MEDIUM,42,HOST-4915,USR-956,10.211.172.78,10.167.193.82,Reconnaissance,T1595,True,ANL-4002,CLOSED,P3,MISSING_EVIDENCE
ALT-002114,SOC-004,2026-01-01T04:56:00Z,SIEM,Microsoft Sentinel,Unusual Scheduled Task Created,Persistence,HIGH,46,HOST-4321,USR-873,10.93.49.15,10.118.251.153,Persistence,T1053.005,True,ANL-4003,CLOSED,P2,MISSED_ESCALATION
ALT-002115,SOC-004,2026-01-01T22:36:00Z,SIEM,Splunk ES,Repeated Failed Logins,Credential Access,LOW,73,HOST-2832,USR-744,10.241.177.153,10.3.41.46,Credential Access,T1110,False,ANL-4013,CLOSED,P4,NORMAL
ALT-002116,SOC-004,2026-01-01T10:03:00Z,SIEM,IBM QRadar,Ransomware Behaviour Detected,Impact,MEDIUM,87,HOST-4640,USR-753,10.40.41.252,10.115.79.138,Impact,T1486,False,ANL-4012,CLOSED,P3,SLOW_TRIAGE
ALT-002117,SOC-004,2026-01-01T07:35:00Z,SIEM,Elastic Security,Unusual RDP Session,Lateral Movement,HIGH,68,HOST-1893,USR-865,10.101.207.18,10.153.31.73,Lateral Movement,T1021.001,False,ANL-4004,CLOSED,P2,NORMAL
ALT-002118,SOC-004,2026-01-01T18:11:00Z,SIEM,Microsoft Sentinel,Suspicious CMD Execution,Execution,MEDIUM,89,HOST-1619,USR-602,10.175.107.165,10.75.21.17,Execution,T1059.003,False,ANL-4003,CLOSED,P3,SLOW_TRIAGE
ALT-002119,SOC-004,2026-01-01T16:34:00Z,SIEM,IBM QRadar,Encoded PowerShell Command,Execution,LOW,42,HOST-1024,USR-255,10.173.127.125,10.149.70.69,Execution,T1059.001,True,ANL-4004,CLOSED,P4,CORRECT_HANDLING
ALT-002120,SOC-004,2026-01-01T11:28:00Z,SIEM,Microsoft Sentinel,Repeated Failed Logins,Credential Access,LOW,11,HOST-1269,USR-399,10.122.227.197,10.89.122.249,Credential Access,T1110,True,ANL-4002,CLOSED,P4,SLOW_TRIAGE
ALT-002121,SOC-004,2026-01-02T17:29:00Z,SIEM,Elastic Security,LSASS Memory Access,Credential Access,LOW,96,HOST-1271,USR-652,10.212.44.177,10.240.218.163,Credential Access,T1003,False,ANL-4013,CLOSED,P4,CORRECT_HANDLING
ALT-002122,SOC-004,2026-01-02T09:04:00Z,SIEM,Splunk ES,Unusual Scheduled Task Created,Persistence,MEDIUM,54,HOST-4648,USR-706,10.91.108.13,10.198.176.25,Persistence,T1053.005,False,ANL-4001,CLOSED,P3,NIGHT_SHIFT_DEGRADATION
ALT-002123,SOC-004,2026-01-02T13:36:00Z,SIEM,Microsoft Sentinel,Upload to Unapproved Cloud Storage,Exfiltration,HIGH,74,HOST-2123,USR-407,10.171.44.122,10.7.132.33,Exfiltration,T1567,True,ANL-4001,CLOSED,P2,SLOW_TRIAGE
ALT-002124,SOC-004,2026-01-02T21:12:00Z,SIEM,Microsoft Sentinel,LSASS Memory Access,Credential Access,LOW,32,HOST-1945,USR-799,10.37.30.56,10.245.244.4,Credential Access,T1003,True,ANL-4006,CLOSED,P4,MISSED_ESCALATION
ALT-002125,SOC-004,2026-01-02T16:54:00Z,SIEM,Elastic Security,Large Outbound Data Transfer,Exfiltration,MEDIUM,14,HOST-1218,USR-370,10.49.194.26,10.159.115.88,Exfiltration,T1041,True,ANL-4009,CLOSED,P3,MISSING_EVIDENCE
ALT-002126,SOC-004,2026-01-02T23:18:00Z,SIEM,IBM QRadar,LSASS Memory Access,Credential Access,MEDIUM,39,HOST-2853,USR-300,10.118.28.70,10.8.111.231,Credential Access,T1003,True,ANL-4011,CLOSED,P3,MISSING_EVIDENCE
ALT-002127,SOC-004,2026-01-02T13:08:00Z,SIEM,Microsoft Sentinel,Suspicious Binary Download,Command and Control,LOW,86,HOST-4500,USR-923,10.141.32.248,10.128.122.114,Command and Control,T1105,True,ANL-4010,CLOSED,P4,FAST_CLOSURE
ALT-002128,SOC-004,2026-01-02T05:57:00Z,SIEM,Microsoft Sentinel,Suspicious Binary Download,Command and Control,HIGH,57,HOST-1242,USR-294,10.152.253.245,10.78.230.153,Command and Control,T1105,True,ANL-4003,CLOSED,P2,CORRECT_HANDLING
ALT-002129,SOC-004,2026-01-02T23:29:00Z,SIEM,Splunk ES,Repeated Failed Logins,Credential Access,HIGH,45,HOST-1166,USR-118,10.2.230.211,10.227.38.206,Credential Access,T1110,False,ANL-4010,CLOSED,P2,CORRECT_HANDLING
ALT-002130,SOC-004,2026-01-02T07:54:00Z,SIEM,IBM QRadar,Password Spraying Detected,Credential Access,LOW,35,HOST-3664,USR-204,10.253.167.34,10.192.51.204,Credential Access,T1110,False,ANL-4010,CLOSED,P4,FAST_CLOSURE
ALT-002131,SOC-004,2026-01-02T01:40:00Z,SIEM,Elastic Security,Ransomware Behaviour Detected,Impact,MEDIUM,44,HOST-2407,USR-113,10.251.190.252,10.249.133.223,Impact,T1486,True,ANL-4001,CLOSED,P3,MISSING_EVIDENCE
ALT-002132,SOC-004,2026-01-02T09:37:00Z,SIEM,IBM QRadar,LSASS Memory Access,Credential Access,LOW,19,HOST-3604,USR-496,10.119.142.225,10.146.251.120,Credential Access,T1003,False,ANL-4003,CLOSED,P4,CORRECT_HANDLING
ALT-002133,SOC-004,2026-01-02T22:12:00Z,SIEM,Microsoft Sentinel,Ransomware Behaviour Detected,Impact,HIGH,47,HOST-4553,USR-324,10.128.139.143,10.57.185.232,Impact,T1486,False,ANL-4012,CLOSED,P2,CORRECT_HANDLING
ALT-002134,SOC-004,2026-01-02T17:06:00Z,SIEM,Microsoft Sentinel,Repeated Failed Logins,Credential Access,CRITICAL,38,HOST-1207,USR-721,10.46.35.30,10.153.6.126,Credential Access,T1110,True,ANL-4013,CLOSED,P1,REOPENED_CASE
ALT-002135,SOC-004,2026-01-02T07:35:00Z,SIEM,Microsoft Sentinel,Suspicious Binary Download,Command and Control,HIGH,60,HOST-1605,USR-182,10.119.234.168,10.43.167.176,Command and Control,T1105,True,ANL-4003,CLOSED,P2,MISSED_ESCALATION
ALT-002136,SOC-004,2026-01-02T13:13:00Z,SIEM,Elastic Security,LSASS Memory Access,Credential Access,HIGH,32,HOST-4345,USR-153,10.107.85.52,10.114.79.193,Credential Access,T1003,False,ANL-4013,CLOSED,P2,CORRECT_HANDLING
ALT-002137,SOC-004,2026-01-02T01:10:00Z,SIEM,Splunk ES,Beaconing to Known C2 Domain,Command and Control,LOW,25,HOST-4796,USR-129,10.50.181.166,10.143.12.210,Command and Control,T1071.001,False,ANL-4004,CLOSED,P4,SLOW_TRIAGE
ALT-002138,SOC-004,2026-01-02T20:49:00Z,SIEM,Splunk ES,Upload to Unapproved Cloud Storage,Exfiltration,CRITICAL,47,HOST-3187,USR-877,10.19.208.39,10.36.145.249,Exfiltration,T1567,False,ANL-4002,CLOSED,P1,NORMAL
ALT-002139,SOC-004,2026-01-02T08:07:00Z,SIEM,Elastic Security,Internal Network Port Scan,Reconnaissance,MEDIUM,95,HOST-1490,USR-213,10.28.230.235,10.128.69.37,Reconnaissance,T1595,True,ANL-4011,CLOSED,P3,MISSED_ESCALATION
ALT-002140,SOC-004,2026-01-02T08:23:00Z,SIEM,Splunk ES,LSASS Memory Access,Credential Access,LOW,57,HOST-2853,USR-118,10.249.219.223,10.97.116.122,Credential Access,T1003,True,ANL-4007,CLOSED,P4,NIGHT_SHIFT_DEGRADATION
ALT-002141,SOC-004,2026-01-02T19:21:00Z,SIEM,Microsoft Sentinel,Suspicious CMD Execution,Execution,MEDIUM,42,HOST-1237,USR-275,10.200.111.39,10.122.33.13,Execution,T1059.003,True,ANL-4009,CLOSED,P3,MISSED_ESCALATION
ALT-002142,SOC-004,2026-01-02T12:01:00Z,SIEM,Microsoft Sentinel,Ransomware Behaviour Detected,Impact,CRITICAL,31,HOST-1407,USR-953,10.233.143.200,10.1.108.196,Impact,T1486,True,ANL-4009,CLOSED,P1,SLOW_TRIAGE
ALT-002143,SOC-004,2026-01-02T14:54:00Z,SIEM,Splunk ES,Large Outbound Data Transfer,Exfiltration,LOW,62,HOST-2694,USR-852,10.244.31.23,10.106.220.17,Exfiltration,T1041,False,ANL-4002,CLOSED,P4,SLOW_TRIAGE
ALT-002144,SOC-004,2026-01-02T23:11:00Z,SIEM,IBM QRadar,Large Outbound Data Transfer,Exfiltration,LOW,38,HOST-2962,USR-329,10.226.198.151,10.233.51.179,Exfiltration,T1041,False,ANL-4001,CLOSED,P4,FAST_CLOSURE
ALT-002145,SOC-004,2026-01-02T18:33:00Z,SIEM,Splunk ES,Internal Network Port Scan,Reconnaissance,LOW,91,HOST-2907,USR-889,10.39.242.129,10.251.104.171,Reconnaissance,T1595,True,ANL-4003,CLOSED,P4,NORMAL
ALT-002146,SOC-004,2026-01-02T23:43:00Z,SIEM,IBM QRadar,LSASS Memory Access,Credential Access,MEDIUM,97,HOST-2344,USR-915,10.236.108.77,10.153.210.134,Credential Access,T1003,False,ANL-4002,CLOSED,P3,NORMAL
ALT-002147,SOC-004,2026-01-02T23:44:00Z,SIEM,Elastic Security,New Registry Run Key Entry,Persistence,HIGH,83,HOST-4718,USR-235,10.201.196.60,10.218.250.116,Persistence,T1547.001,False,ANL-4010,CLOSED,P2,NORMAL
ALT-002148,SOC-004,2026-01-02T08:07:00Z,SIEM,Splunk ES,Beaconing to Known C2 Domain,Command and Control,LOW,74,HOST-3289,USR-687,10.26.50.17,10.235.162.235,Command and Control,T1071.001,True,ANL-4012,CLOSED,P4,NIGHT_SHIFT_DEGRADATION
ALT-002149,SOC-004,2026-01-02T02:26:00Z,SIEM,Splunk ES,Internal Network Port Scan,Reconnaissance,LOW,80,HOST-3892,USR-756,10.1.67.228,10.13.74.44,Reconnaissance,T1595,True,ANL-4007,CLOSED,P4,NORMAL
ALT-002150,SOC-004,2026-01-02T12:22:00Z,SIEM,IBM QRadar,Internal Network Port Scan,Reconnaissance,CRITICAL,37,HOST-4478,USR-657,10.102.100.194,10.89.101.253,Reconnaissance,T1595,False,ANL-4008,CLOSED,P1,MISSED_ESCALATION
ALT-002151,SOC-004,2026-01-02T05:28:00Z,SIEM,IBM QRadar,Suspicious Binary Download,Command and Control,CRITICAL,17,HOST-2214,USR-795,10.233.13.185,10.164.153.120,Command and Control,T1105,False,ANL-4004,CLOSED,P1,FAST_CLOSURE
ALT-002152,SOC-004,2026-01-02T02:44:00Z,SIEM,Microsoft Sentinel,Upload to Unapproved Cloud Storage,Exfiltration,MEDIUM,72,HOST-4444,USR-337,10.58.23.8,10.40.229.146,Exfiltration,T1567,True,ANL-4007,CLOSED,P3,CORRECT_HANDLING
ALT-002153,SOC-004,2026-01-02T07:21:00Z,SIEM,Microsoft Sentinel,Large Outbound Data Transfer,Exfiltration,MEDIUM,87,HOST-1559,USR-418,10.51.84.67,10.172.205.48,Exfiltration,T1041,True,ANL-4006,CLOSED,P3,SLOW_TRIAGE
ALT-002154,SOC-004,2026-01-02T22:20:00Z,SIEM,Elastic Security,Internal Network Port Scan,Reconnaissance,LOW,50,HOST-2348,USR-525,10.112.215.78,10.165.13.213,Reconnaissance,T1595,True,ANL-4002,CLOSED,P4,CORRECT_HANDLING
ALT-002155,SOC-004,2026-01-02T05:32:00Z,SIEM,IBM QRadar,Unusual RDP Session,Lateral Movement,LOW,67,HOST-1968,USR-140,10.10.212.154,10.58.65.58,Lateral Movement,T1021.001,False,ANL-4009,CLOSED,P4,FAST_CLOSURE
ALT-002156,SOC-004,2026-01-02T19:03:00Z,SIEM,Elastic Security,Unusual SMB Admin Share Access,Lateral Movement,MEDIUM,75,HOST-4917,USR-421,10.13.96.154,10.51.72.165,Lateral Movement,T1021.002,False,ANL-4007,CLOSED,P3,CORRECT_HANDLING
ALT-002157,SOC-004,2026-01-02T14:41:00Z,SIEM,Elastic Security,Unusual SMB Admin Share Access,Lateral Movement,CRITICAL,73,HOST-3365,USR-307,10.118.1.222,10.15.129.232,Lateral Movement,T1021.002,True,ANL-4001,CLOSED,P1,NORMAL
ALT-002158,SOC-004,2026-01-02T05:44:00Z,SIEM,Splunk ES,Encoded PowerShell Command,Execution,LOW,43,HOST-2536,USR-675,10.248.34.158,10.117.152.220,Execution,T1059.001,True,ANL-4012,CLOSED,P4,SLOW_TRIAGE
ALT-002159,SOC-004,2026-01-02T02:29:00Z,SIEM,Splunk ES,New Registry Run Key Entry,Persistence,LOW,45,HOST-1085,USR-331,10.76.59.187,10.234.78.65,Persistence,T1547.001,False,ANL-4004,CLOSED,P4,REPEATED_FALSE_POSITIVE
ALT-002160,SOC-004,2026-01-02T08:07:00Z,SIEM,Splunk ES,Encoded PowerShell Command,Execution,CRITICAL,44,HOST-3132,USR-157,10.200.251.208,10.168.134.30,Execution,T1059.001,True,ANL-4008,CLOSED,P1,SLOW_TRIAGE
ALT-002161,SOC-004,2026-01-02T22:02:00Z,SIEM,Elastic Security,Unusual SMB Admin Share Access,Lateral Movement,LOW,12,HOST-2318,USR-608,10.84.152.50,10.17.210.36,Lateral Movement,T1021.002,True,ANL-4004,CLOSED,P4,MISSED_ESCALATION
ALT-002162,SOC-004,2026-01-02T07:07:00Z,SIEM,Microsoft Sentinel,Suspicious Binary Download,Command and Control,MEDIUM,92,HOST-3951,USR-258,10.242.217.51,10.151.225.209,Command and Control,T1105,False,ANL-4007,CLOSED,P3,CORRECT_HANDLING
ALT-002163,SOC-004,2026-01-02T03:21:00Z,SIEM,Elastic Security,Unusual Scheduled Task Created,Persistence,LOW,80,HOST-2629,USR-801,10.172.227.194,10.53.108.69,Persistence,T1053.005,False,ANL-4007,CLOSED,P4,SLOW_TRIAGE
ALT-002164,SOC-004,2026-01-02T10:44:00Z,SIEM,IBM QRadar,Beaconing to Known C2 Domain,Command and Control,MEDIUM,15,HOST-2639,USR-925,10.165.165.67,10.171.22.100,Command and Control,T1071.001,True,ANL-4006,CLOSED,P3,SLOW_TRIAGE
ALT-002165,SOC-004,2026-01-02T01:36:00Z,SIEM,IBM QRadar,Encoded PowerShell Command,Execution,MEDIUM,16,HOST-4813,USR-453,10.67.53.250,10.9.95.235,Execution,T1059.001,True,ANL-4011,CLOSED,P3,NORMAL
ALT-002166,SOC-004,2026-01-02T14:03:00Z,SIEM,Elastic Security,Unusual RDP Session,Lateral Movement,HIGH,84,HOST-2904,USR-239,10.180.119.139,10.157.51.181,Lateral Movement,T1021.001,True,ANL-4006,CLOSED,P2,MISSED_ESCALATION
ALT-002167,SOC-004,2026-01-02T05:31:00Z,SIEM,Microsoft Sentinel,Large Outbound Data Transfer,Exfiltration,HIGH,26,HOST-2730,USR-787,10.57.45.191,10.166.154.167,Exfiltration,T1041,True,ANL-4005,CLOSED,P2,FAST_CLOSURE
ALT-002168,SOC-004,2026-01-02T15:31:00Z,SIEM,Elastic Security,Unusual Scheduled Task Created,Persistence,LOW,39,HOST-4645,USR-115,10.171.48.181,10.155.201.3,Persistence,T1053.005,True,ANL-4011,CLOSED,P4,SLOW_TRIAGE
ALT-002169,SOC-004,2026-01-02T10:27:00Z,SIEM,Splunk ES,Suspicious PowerShell,Execution,LOW,93,HOST-3276,USR-874,10.158.102.103,10.35.140.87,Execution,T1059.001,False,ANL-4012,CLOSED,P4,SLOW_TRIAGE
ALT-002170,SOC-004,2026-01-02T12:57:00Z,SIEM,Splunk ES,Internal Network Port Scan,Reconnaissance,LOW,58,HOST-2202,USR-347,10.105.77.9,10.144.48.105,Reconnaissance,T1595,False,ANL-4010,CLOSED,P4,NORMAL
ALT-002171,SOC-004,2026-01-02T07:56:00Z,SIEM,Elastic Security,Ransomware Behaviour Detected,Impact,MEDIUM,69,HOST-4365,USR-651,10.118.45.79,10.198.143.41,Impact,T1486,True,ANL-4010,CLOSED,P3,FAST_CLOSURE
ALT-002172,SOC-004,2026-01-02T08:55:00Z,SIEM,Splunk ES,Ransomware Behaviour Detected,Impact,LOW,87,HOST-1642,USR-269,10.44.126.60,10.70.156.243,Impact,T1486,False,ANL-4010,CLOSED,P4,MISSED_ESCALATION
ALT-002173,SOC-004,2026-01-02T23:44:00Z,SIEM,Splunk ES,Ransomware Behaviour Detected,Impact,LOW,58,HOST-2500,USR-185,10.219.48.52,10.141.113.161,Impact,T1486,True,ANL-4007,CLOSED,P4,CORRECT_HANDLING
ALT-002174,SOC-004,2026-01-02T01:19:00Z,SIEM,IBM QRadar,Ransomware Behaviour Detected,Impact,LOW,28,HOST-2216,USR-809,10.213.161.97,10.79.216.19,Impact,T1486,True,ANL-4003,CLOSED,P4,MISSED_ESCALATION
ALT-002175,SOC-004,2026-01-02T19:45:00Z,SIEM,Splunk ES,Suspicious CMD Execution,Execution,LOW,69,HOST-1892,USR-390,10.244.192.98,10.114.252.121,Execution,T1059.003,False,ANL-4008,CLOSED,P4,NORMAL
ALT-002176,SOC-004,2026-01-02T04:27:00Z,SIEM,Elastic Security,Internal Network Port Scan,Reconnaissance,HIGH,67,HOST-3067,USR-723,10.146.37.150,10.159.19.105,Reconnaissance,T1595,True,ANL-4002,CLOSED,P2,CORRECT_HANDLING
ALT-002177,SOC-004,2026-01-02T16:04:00Z,SIEM,Splunk ES,LSASS Memory Access,Credential Access,MEDIUM,45,HOST-2090,USR-571,10.38.198.89,10.200.99.162,Credential Access,T1003,True,ANL-4001,CLOSED,P3,NIGHT_SHIFT_DEGRADATION
